ano;codigo_escola;escola;endereco_bairro;endereco_logradouro;endereco_numero;rpa;ano_ensino;modalidade_ensino_codigo;modalidade_ensino;serie;turma;turno;matricula;sexo;idade;situacao_nome;faixa_etaria
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;GRUPO V;0;EDUCACAO INFANTIL;GRUPO V;A;MANHÃ;15641112;Feminino;6;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;GRUPO V;0;EDUCACAO INFANTIL;GRUPO V;A;MANHÃ;17618630;Feminino;6;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;GRUPO V;0;EDUCACAO INFANTIL;GRUPO V;A;MANHÃ;16756592;Masculino;6;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;GRUPO V;0;EDUCACAO INFANTIL;GRUPO V;A;MANHÃ;12998192;Masculino;6;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;GRUPO V;0;EDUCACAO INFANTIL;GRUPO V;A;MANHÃ;17019605;Masculino;6;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;GRUPO V;0;EDUCACAO INFANTIL;GRUPO V;A;MANHÃ;15655024;Feminino;6;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;GRUPO V;0;EDUCACAO INFANTIL;GRUPO V;A;MANHÃ;15685799;Masculino;6;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;GRUPO V;0;EDUCACAO INFANTIL;GRUPO V;A;MANHÃ;14321661;Feminino;6;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;GRUPO V;0;EDUCACAO INFANTIL;GRUPO V;A;MANHÃ;17062500;Feminino;6;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;GRUPO V;0;EDUCACAO INFANTIL;GRUPO V;A;MANHÃ;16618904;Feminino;6;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;GRUPO V;0;EDUCACAO INFANTIL;GRUPO V;A;MANHÃ;17052335;Masculino;6;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;GRUPO V;0;EDUCACAO INFANTIL;GRUPO V;A;MANHÃ;17612810;Masculino;5;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;GRUPO V;0;EDUCACAO INFANTIL;GRUPO V;A;MANHÃ;17058686;Masculino;6;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;GRUPO V;0;EDUCACAO INFANTIL;GRUPO V;A;MANHÃ;16604423;Feminino;6;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;GRUPO V;0;EDUCACAO INFANTIL;GRUPO V;A;MANHÃ;16120310;Masculino;6;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;GRUPO V;0;EDUCACAO INFANTIL;GRUPO V;A;MANHÃ;16059824;Masculino;6;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;GRUPO V;0;EDUCACAO INFANTIL;GRUPO V;A;MANHÃ;17025265;Masculino;6;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;GRUPO V;0;EDUCACAO INFANTIL;GRUPO V;A;MANHÃ;17612209;Masculino;6;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;GRUPO V;0;EDUCACAO INFANTIL;GRUPO V;A;MANHÃ;16065662;Masculino;6;TR DUR ANO FORA REDE;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;GRUPO V;0;EDUCACAO INFANTIL;GRUPO V;A;MANHÃ;17020980;Masculino;5;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;GRUPO V;0;EDUCACAO INFANTIL;GRUPO V;A;MANHÃ;15641597;Feminino;6;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;GRUPO V;0;EDUCACAO INFANTIL;GRUPO V;A;MANHÃ;16008014;Feminino;5;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;GRUPO V;0;EDUCACAO INFANTIL;GRUPO V;A;MANHÃ;17769523;Feminino;5;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;GRUPO V;0;EDUCACAO INFANTIL;GRUPO V;A;MANHÃ;17000645;Masculino;6;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;GRUPO V;0;EDUCACAO INFANTIL;GRUPO V;A;MANHÃ;16617835;Feminino;6;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;1º ANO;1;ENSINO FUNDAMENTAL;1º ANO;A;MANHÃ;16103025;Feminino;7;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;1º ANO;1;ENSINO FUNDAMENTAL;1º ANO;A;MANHÃ;16107403;Feminino;7;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;1º ANO;1;ENSINO FUNDAMENTAL;1º ANO;A;MANHÃ;15662586;Masculino;6;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;1º ANO;1;ENSINO FUNDAMENTAL;1º ANO;A;MANHÃ;14073510;Masculino;7;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;1º ANO;1;ENSINO FUNDAMENTAL;1º ANO;A;MANHÃ;15663388;Feminino;6;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;1º ANO;1;ENSINO FUNDAMENTAL;1º ANO;A;MANHÃ;16007247;Masculino;7;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;1º ANO;1;ENSINO FUNDAMENTAL;1º ANO;A;MANHÃ;14047284;Masculino;6;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;1º ANO;1;ENSINO FUNDAMENTAL;1º ANO;A;MANHÃ;15091910;Feminino;6;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;1º ANO;1;ENSINO FUNDAMENTAL;1º ANO;A;MANHÃ;16045831;Masculino;6;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;1º ANO;1;ENSINO FUNDAMENTAL;1º ANO;A;MANHÃ;15661989;Feminino;7;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;1º ANO;1;ENSINO FUNDAMENTAL;1º ANO;A;MANHÃ;15662543;Masculino;6;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;1º ANO;1;ENSINO FUNDAMENTAL;1º ANO;A;MANHÃ;15678326;Masculino;6;REPROVADO POR FALTA;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;1º ANO;1;ENSINO FUNDAMENTAL;1º ANO;A;MANHÃ;13073923;Masculino;7;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;1º ANO;1;ENSINO FUNDAMENTAL;1º ANO;A;MANHÃ;12126942;Masculino;6;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;1º ANO;1;ENSINO FUNDAMENTAL;1º ANO;B;TARDE;15682005;Feminino;8;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;1º ANO;1;ENSINO FUNDAMENTAL;1º ANO;B;TARDE;15637794;Masculino;6;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;1º ANO;1;ENSINO FUNDAMENTAL;1º ANO;B;TARDE;15663426;Feminino;7;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;1º ANO;1;ENSINO FUNDAMENTAL;1º ANO;B;TARDE;16016513;Masculino;7;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;1º ANO;1;ENSINO FUNDAMENTAL;1º ANO;B;TARDE;15662080;Masculino;6;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;1º ANO;1;ENSINO FUNDAMENTAL;1º ANO;B;TARDE;16694996;Masculino;7;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;1º ANO;1;ENSINO FUNDAMENTAL;1º ANO;B;TARDE;16608089;Feminino;6;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;1º ANO;1;ENSINO FUNDAMENTAL;1º ANO;B;TARDE;16007786;Feminino;7;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;1º ANO;1;ENSINO FUNDAMENTAL;1º ANO;B;TARDE;16607716;Masculino;6;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;1º ANO;1;ENSINO FUNDAMENTAL;1º ANO;B;TARDE;15663027;Masculino;6;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;1º ANO;1;ENSINO FUNDAMENTAL;1º ANO;B;TARDE;16009681;Masculino;7;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;1º ANO;1;ENSINO FUNDAMENTAL;1º ANO;B;TARDE;16016556;Masculino;7;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;1º ANO;1;ENSINO FUNDAMENTAL;1º ANO;B;TARDE;15663329;Masculino;7;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;1º ANO;1;ENSINO FUNDAMENTAL;1º ANO;B;TARDE;16608011;Masculino;7;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;1º ANO;1;ENSINO FUNDAMENTAL;1º ANO;B;TARDE;15662675;Masculino;7;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;1º ANO;1;ENSINO FUNDAMENTAL;1º ANO;B;TARDE;16024397;Masculino;7;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;1º ANO;1;ENSINO FUNDAMENTAL;1º ANO;B;TARDE;15663604;Masculino;7;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;1º ANO;1;ENSINO FUNDAMENTAL;1º ANO;B;TARDE;16608194;Masculino;6;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;1º ANO;1;ENSINO FUNDAMENTAL;1º ANO;B;TARDE;15662616;Masculino;7;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;1º ANO;1;ENSINO FUNDAMENTAL;1º ANO;B;TARDE;16000609;Masculino;7;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;1º ANO;1;ENSINO FUNDAMENTAL;1º ANO;B;TARDE;16038967;Masculino;7;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;1º ANO;1;ENSINO FUNDAMENTAL;1º ANO;B;TARDE;15662233;Masculino;6;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;1º ANO;1;ENSINO FUNDAMENTAL;1º ANO;B;TARDE;15735346;Feminino;8;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;1º ANO;1;ENSINO FUNDAMENTAL;1º ANO;B;TARDE;16607546;Feminino;6;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;1º ANO;1;ENSINO FUNDAMENTAL;1º ANO;B;TARDE;14029367;Masculino;7;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;2º ANO;1;ENSINO FUNDAMENTAL;2º ANO;A;MANHÃ;16006798;Feminino;7;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;2º ANO;1;ENSINO FUNDAMENTAL;2º ANO;A;MANHÃ;12119695;Masculino;8;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;2º ANO;1;ENSINO FUNDAMENTAL;2º ANO;A;MANHÃ;13296434;Masculino;7;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;2º ANO;1;ENSINO FUNDAMENTAL;2º ANO;A;MANHÃ;15036952;Masculino;7;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;2º ANO;1;ENSINO FUNDAMENTAL;2º ANO;A;MANHÃ;14222779;Feminino;7;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;2º ANO;1;ENSINO FUNDAMENTAL;2º ANO;A;MANHÃ;15632288;Masculino;7;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;2º ANO;1;ENSINO FUNDAMENTAL;2º ANO;A;MANHÃ;12979627;Masculino;8;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;2º ANO;1;ENSINO FUNDAMENTAL;2º ANO;A;MANHÃ;15643972;Feminino;8;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;2º ANO;1;ENSINO FUNDAMENTAL;2º ANO;A;MANHÃ;14173360;Masculino;7;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;2º ANO;1;ENSINO FUNDAMENTAL;2º ANO;A;MANHÃ;14011670;Masculino;9;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;2º ANO;1;ENSINO FUNDAMENTAL;2º ANO;A;MANHÃ;14238659;Feminino;8;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;2º ANO;1;ENSINO FUNDAMENTAL;2º ANO;A;MANHÃ;16129725;Feminino;8;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;2º ANO;1;ENSINO FUNDAMENTAL;2º ANO;A;MANHÃ;14221527;Feminino;7;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;2º ANO;1;ENSINO FUNDAMENTAL;2º ANO;A;MANHÃ;14079801;Feminino;8;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;2º ANO;1;ENSINO FUNDAMENTAL;2º ANO;A;MANHÃ;11743158;Feminino;8;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;2º ANO;1;ENSINO FUNDAMENTAL;2º ANO;A;MANHÃ;15026124;Masculino;7;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;2º ANO;1;ENSINO FUNDAMENTAL;2º ANO;A;MANHÃ;17745390;Feminino;8;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;2º ANO;1;ENSINO FUNDAMENTAL;2º ANO;A;MANHÃ;13063910;Masculino;7;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;2º ANO;1;ENSINO FUNDAMENTAL;2º ANO;A;MANHÃ;15643859;Feminino;8;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;2º ANO;1;ENSINO FUNDAMENTAL;2º ANO;A;MANHÃ;12119598;Feminino;8;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;2º ANO;1;ENSINO FUNDAMENTAL;2º ANO;A;MANHÃ;14227304;Feminino;8;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;2º ANO;1;ENSINO FUNDAMENTAL;2º ANO;A;MANHÃ;13242369;Masculino;8;TR DUR ANO FORA REDE;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;2º ANO;1;ENSINO FUNDAMENTAL;2º ANO;B;TARDE;14158418;Feminino;8;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;2º ANO;1;ENSINO FUNDAMENTAL;2º ANO;B;TARDE;13073982;Feminino;8;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;2º ANO;1;ENSINO FUNDAMENTAL;2º ANO;B;TARDE;15030105;Feminino;7;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;2º ANO;1;ENSINO FUNDAMENTAL;2º ANO;B;TARDE;17769337;Masculino;8;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;2º ANO;1;ENSINO FUNDAMENTAL;2º ANO;B;TARDE;15000842;Feminino;8;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;2º ANO;1;ENSINO FUNDAMENTAL;2º ANO;B;TARDE;14148668;Masculino;8;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;2º ANO;1;ENSINO FUNDAMENTAL;2º ANO;B;TARDE;15627454;Masculino;8;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;2º ANO;1;ENSINO FUNDAMENTAL;2º ANO;B;TARDE;14239310;Masculino;7;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;2º ANO;1;ENSINO FUNDAMENTAL;2º ANO;B;TARDE;14237555;Masculino;8;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;2º ANO;1;ENSINO FUNDAMENTAL;2º ANO;B;TARDE;14028387;Feminino;8;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;2º ANO;1;ENSINO FUNDAMENTAL;2º ANO;B;TARDE;14330199;Masculino;7;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;2º ANO;1;ENSINO FUNDAMENTAL;2º ANO;B;TARDE;14023113;Masculino;8;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;3º ANO;1;ENSINO FUNDAMENTAL;3º ANO;A;MANHÃ;12162400;Feminino;9;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;3º ANO;1;ENSINO FUNDAMENTAL;3º ANO;A;MANHÃ;14173182;Feminino;8;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;3º ANO;1;ENSINO FUNDAMENTAL;3º ANO;A;MANHÃ;14230399;Masculino;8;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;3º ANO;1;ENSINO FUNDAMENTAL;3º ANO;A;MANHÃ;12119687;Masculino;8;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;3º ANO;1;ENSINO FUNDAMENTAL;3º ANO;A;MANHÃ;13069950;Feminino;9;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;3º ANO;1;ENSINO FUNDAMENTAL;3º ANO;A;MANHÃ;16806557;Feminino;10;REPROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;3º ANO;1;ENSINO FUNDAMENTAL;3º ANO;A;MANHÃ;16634624;Masculino;9;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;3º ANO;1;ENSINO FUNDAMENTAL;3º ANO;A;MANHÃ;16028244;Masculino;9;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;3º ANO;1;ENSINO FUNDAMENTAL;3º ANO;A;MANHÃ;15629848;Feminino;8;REPROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;3º ANO;1;ENSINO FUNDAMENTAL;3º ANO;A;MANHÃ;12140813;Feminino;9;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;3º ANO;1;ENSINO FUNDAMENTAL;3º ANO;A;MANHÃ;12861251;Feminino;10;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;3º ANO;1;ENSINO FUNDAMENTAL;3º ANO;A;MANHÃ;14173220;Masculino;8;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;3º ANO;1;ENSINO FUNDAMENTAL;3º ANO;A;MANHÃ;17760968;Feminino;10;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;3º ANO;1;ENSINO FUNDAMENTAL;3º ANO;A;MANHÃ;14268051;Feminino;8;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;3º ANO;1;ENSINO FUNDAMENTAL;3º ANO;A;MANHÃ;13244558;Feminino;8;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;3º ANO;1;ENSINO FUNDAMENTAL;3º ANO;A;MANHÃ;16027647;Masculino;9;TR DUR ANO FORA REDE;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;3º ANO;1;ENSINO FUNDAMENTAL;3º ANO;A;MANHÃ;14173565;Feminino;8;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;3º ANO;1;ENSINO FUNDAMENTAL;3º ANO;A;MANHÃ;15649369;Feminino;9;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;3º ANO;1;ENSINO FUNDAMENTAL;3º ANO;A;MANHÃ;14041731;Masculino;9;REPROVADO POR FALTA;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;3º ANO;1;ENSINO FUNDAMENTAL;3º ANO;A;MANHÃ;11361956;Masculino;9;REPROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;3º ANO;1;ENSINO FUNDAMENTAL;3º ANO;A;MANHÃ;14005204;Masculino;9;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;3º ANO;1;ENSINO FUNDAMENTAL;3º ANO;A;MANHÃ;14015676;Masculino;9;REPROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;3º ANO;1;ENSINO FUNDAMENTAL;3º ANO;A;MANHÃ;14174090;Masculino;9;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;3º ANO;1;ENSINO FUNDAMENTAL;3º ANO;A;MANHÃ;14038382;Feminino;9;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;3º ANO;1;ENSINO FUNDAMENTAL;3º ANO;B;TARDE;14173930;Masculino;8;TR DUR ANO FORA REDE;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;3º ANO;1;ENSINO FUNDAMENTAL;3º ANO;B;TARDE;13046101;Feminino;9;REPROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;3º ANO;1;ENSINO FUNDAMENTAL;3º ANO;B;TARDE;14174154;Masculino;8;REPROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;3º ANO;1;ENSINO FUNDAMENTAL;3º ANO;B;TARDE;13094297;Feminino;9;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;3º ANO;1;ENSINO FUNDAMENTAL;3º ANO;B;TARDE;14173255;Masculino;9;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;3º ANO;1;ENSINO FUNDAMENTAL;3º ANO;B;TARDE;14173921;Masculino;8;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;3º ANO;1;ENSINO FUNDAMENTAL;3º ANO;B;TARDE;14173174;Masculino;9;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;3º ANO;1;ENSINO FUNDAMENTAL;3º ANO;B;TARDE;14173999;Masculino;8;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;3º ANO;1;ENSINO FUNDAMENTAL;3º ANO;B;TARDE;14173271;Feminino;8;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;3º ANO;1;ENSINO FUNDAMENTAL;3º ANO;B;TARDE;13012533;Masculino;9;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;3º ANO;1;ENSINO FUNDAMENTAL;3º ANO;B;TARDE;13191977;Feminino;9;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;3º ANO;1;ENSINO FUNDAMENTAL;3º ANO;B;TARDE;14063220;Masculino;9;APROVADO;Criança
2017;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;SN;SUL;3º ANO;1;ENSINO FUNDAMENTAL;3º ANO;B;TARDE;13026526;Masculino;8;APROVADO;Criança
