ano;codigo_escola;escola;endereco_bairro;endereco_logradouro;endereco_numero;rpa;ano_ensino;modalidade_ensino_codigo;serie_codigo;modalidade_ensino;serie;turma;turno;matricula;sexo;idade;situacao_codigo;situacao_nome
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;1º ANO;1;0;ENSINO FUNDAMENTAL;1º ANO;A;MANHÃ;17711606;2;7;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;1º ANO;1;0;ENSINO FUNDAMENTAL;1º ANO;A;MANHÃ;17710022;1;6;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;1º ANO;1;0;ENSINO FUNDAMENTAL;1º ANO;B;TARDE;17070708;2;7;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;1º ANO;1;0;ENSINO FUNDAMENTAL;1º ANO;B;TARDE;17785910;2;7;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;1º ANO;1;0;ENSINO FUNDAMENTAL;1º ANO;B;TARDE;18082017;2;7;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;1º ANO;1;0;ENSINO FUNDAMENTAL;1º ANO;B;TARDE;19982739;1;6;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;1º ANO;1;0;ENSINO FUNDAMENTAL;1º ANO;B;TARDE;19667698;1;7;RTF;RETIDO POR FALTA
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;1º ANO;1;0;ENSINO FUNDAMENTAL;1º ANO;B;TARDE;17811767;1;7;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;1º ANO;1;0;ENSINO FUNDAMENTAL;1º ANO;B;TARDE;14093162;2;7;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;1º ANO;1;0;ENSINO FUNDAMENTAL;1º ANO;B;TARDE;16105150;1;6;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;1º ANO;1;0;ENSINO FUNDAMENTAL;1º ANO;B;TARDE;17633869;1;7;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;1º ANO;1;0;ENSINO FUNDAMENTAL;1º ANO;B;TARDE;19828870;1;11;RTF;RETIDO POR FALTA
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;1º ANO;1;0;ENSINO FUNDAMENTAL;1º ANO;B;TARDE;19652097;2;7;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;1º ANO;1;0;ENSINO FUNDAMENTAL;1º ANO;B;TARDE;17633834;2;7;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;1º ANO;1;0;ENSINO FUNDAMENTAL;1º ANO;B;TARDE;17695651;2;7;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;1º ANO;1;0;ENSINO FUNDAMENTAL;1º ANO;B;TARDE;17639964;1;7;TR;TR DUR ANO FORA REDE
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;1º ANO;1;0;ENSINO FUNDAMENTAL;1º ANO;B;TARDE;16619943;2;7;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;1º ANO;1;0;ENSINO FUNDAMENTAL;1º ANO;B;TARDE;19109938;2;7;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;1º ANO;1;0;ENSINO FUNDAMENTAL;1º ANO;B;TARDE;18155995;1;7;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;1º ANO;1;0;ENSINO FUNDAMENTAL;1º ANO;B;TARDE;19064870;2;6;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;1º ANO;1;0;ENSINO FUNDAMENTAL;1º ANO;B;TARDE;16108043;1;7;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;1º ANO;1;0;ENSINO FUNDAMENTAL;1º ANO;B;TARDE;16097521;1;7;RTF;RETIDO POR FALTA
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;1º ANO;1;0;ENSINO FUNDAMENTAL;1º ANO;B;TARDE;18631835;1;8;TR;TR DUR ANO FORA REDE
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;1º ANO;1;0;ENSINO FUNDAMENTAL;1º ANO;B;TARDE;17012937;1;6;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;1º ANO;1;0;ENSINO FUNDAMENTAL;1º ANO;B;TARDE;18800394;1;7;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;1º ANO;1;0;ENSINO FUNDAMENTAL;1º ANO;B;TARDE;16765567;1;7;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;1º ANO;1;0;ENSINO FUNDAMENTAL;1º ANO;B;TARDE;19925387;1;7;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;1º ANO;1;0;ENSINO FUNDAMENTAL;1º ANO;B;TARDE;19982763;1;7;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;1º ANO;1;0;ENSINO FUNDAMENTAL;1º ANO;B;TARDE;17616123;1;6;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;2º ANO;1;1;ENSINO FUNDAMENTAL;2º ANO;A;MANHÃ;17062500;2;8;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;2º ANO;1;1;ENSINO FUNDAMENTAL;2º ANO;A;MANHÃ;16059824;1;8;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;2º ANO;1;1;ENSINO FUNDAMENTAL;2º ANO;A;MANHÃ;17052335;1;8;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;2º ANO;1;1;ENSINO FUNDAMENTAL;2º ANO;A;MANHÃ;16008014;2;7;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;2º ANO;1;1;ENSINO FUNDAMENTAL;2º ANO;A;MANHÃ;17618630;2;8;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;2º ANO;1;1;ENSINO FUNDAMENTAL;2º ANO;A;MANHÃ;17020980;1;7;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;2º ANO;1;1;ENSINO FUNDAMENTAL;2º ANO;A;MANHÃ;15685799;1;8;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;2º ANO;1;1;ENSINO FUNDAMENTAL;2º ANO;A;MANHÃ;16617835;2;8;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;2º ANO;1;1;ENSINO FUNDAMENTAL;2º ANO;A;MANHÃ;19143370;2;8;DE;DESISTENTE
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;2º ANO;1;1;ENSINO FUNDAMENTAL;2º ANO;A;MANHÃ;18069398;1;8;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;2º ANO;1;1;ENSINO FUNDAMENTAL;2º ANO;A;MANHÃ;17025265;1;8;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;2º ANO;1;1;ENSINO FUNDAMENTAL;2º ANO;A;MANHÃ;16618904;2;8;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;2º ANO;1;1;ENSINO FUNDAMENTAL;2º ANO;A;MANHÃ;18629598;1;9;DE;DESISTENTE
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;2º ANO;1;1;ENSINO FUNDAMENTAL;2º ANO;A;MANHÃ;16618653;1;7;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;2º ANO;1;1;ENSINO FUNDAMENTAL;2º ANO;A;MANHÃ;15641597;2;8;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;2º ANO;1;1;ENSINO FUNDAMENTAL;2º ANO;A;MANHÃ;16120310;1;8;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;2º ANO;1;1;ENSINO FUNDAMENTAL;2º ANO;A;MANHÃ;17769523;2;7;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;2º ANO;1;1;ENSINO FUNDAMENTAL;2º ANO;A;MANHÃ;13225448;1;8;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;2º ANO;1;1;ENSINO FUNDAMENTAL;2º ANO;A;MANHÃ;18135749;1;8;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;2º ANO;1;1;ENSINO FUNDAMENTAL;2º ANO;A;MANHÃ;14321661;2;8;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;2º ANO;1;1;ENSINO FUNDAMENTAL;2º ANO;A;MANHÃ;15655024;2;8;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;2º ANO;1;1;ENSINO FUNDAMENTAL;2º ANO;A;MANHÃ;16604423;2;8;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;2º ANO;1;1;ENSINO FUNDAMENTAL;2º ANO;A;MANHÃ;12998192;1;8;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;2º ANO;1;1;ENSINO FUNDAMENTAL;2º ANO;B;TARDE;17612810;1;7;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;2º ANO;1;1;ENSINO FUNDAMENTAL;2º ANO;B;TARDE;15659976;2;8;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;2º ANO;1;1;ENSINO FUNDAMENTAL;2º ANO;B;TARDE;16701461;2;8;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;2º ANO;1;1;ENSINO FUNDAMENTAL;2º ANO;B;TARDE;19620888;1;7;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;2º ANO;1;1;ENSINO FUNDAMENTAL;2º ANO;B;TARDE;15732401;1;8;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;2º ANO;1;1;ENSINO FUNDAMENTAL;2º ANO;B;TARDE;17058686;1;8;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;2º ANO;1;1;ENSINO FUNDAMENTAL;2º ANO;B;TARDE;17019605;1;8;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;2º ANO;1;1;ENSINO FUNDAMENTAL;2º ANO;B;TARDE;15657779;2;8;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;2º ANO;1;1;ENSINO FUNDAMENTAL;2º ANO;B;TARDE;18093612;2;8;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;2º ANO;1;1;ENSINO FUNDAMENTAL;2º ANO;B;TARDE;18095380;1;7;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;2º ANO;1;1;ENSINO FUNDAMENTAL;2º ANO;B;TARDE;15641112;2;8;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;2º ANO;1;1;ENSINO FUNDAMENTAL;2º ANO;B;TARDE;18102891;2;7;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;2º ANO;1;1;ENSINO FUNDAMENTAL;2º ANO;B;TARDE;18026745;1;8;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;2º ANO;1;1;ENSINO FUNDAMENTAL;2º ANO;B;TARDE;18631843;2;9;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;2º ANO;1;1;ENSINO FUNDAMENTAL;2º ANO;B;TARDE;18631967;1;8;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;2º ANO;1;1;ENSINO FUNDAMENTAL;2º ANO;B;TARDE;16604393;1;8;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;2º ANO;1;1;ENSINO FUNDAMENTAL;2º ANO;B;TARDE;18801234;1;8;TR;TR DUR ANO FORA REDE
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;2º ANO;1;1;ENSINO FUNDAMENTAL;2º ANO;B;TARDE;17144930;1;8;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;2º ANO;1;1;ENSINO FUNDAMENTAL;2º ANO;B;TARDE;18631851;1;8;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;3º ANO;1;2;ENSINO FUNDAMENTAL;3º ANO;A;MANHÃ;15091910;2;8;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;3º ANO;1;2;ENSINO FUNDAMENTAL;3º ANO;A;MANHÃ;16024397;1;9;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;3º ANO;1;2;ENSINO FUNDAMENTAL;3º ANO;A;MANHÃ;14222779;2;9;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;3º ANO;1;2;ENSINO FUNDAMENTAL;3º ANO;A;MANHÃ;15662586;1;8;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;3º ANO;1;2;ENSINO FUNDAMENTAL;3º ANO;A;MANHÃ;16009681;1;9;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;3º ANO;1;2;ENSINO FUNDAMENTAL;3º ANO;A;MANHÃ;16045831;1;8;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;3º ANO;1;2;ENSINO FUNDAMENTAL;3º ANO;A;MANHÃ;14083639;1;12;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;3º ANO;1;2;ENSINO FUNDAMENTAL;3º ANO;A;MANHÃ;15663426;2;9;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;3º ANO;1;2;ENSINO FUNDAMENTAL;3º ANO;A;MANHÃ;12126942;1;8;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;3º ANO;1;2;ENSINO FUNDAMENTAL;3º ANO;A;MANHÃ;14073510;1;9;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;3º ANO;1;2;ENSINO FUNDAMENTAL;3º ANO;A;MANHÃ;13150910;2;11;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;3º ANO;1;2;ENSINO FUNDAMENTAL;3º ANO;A;MANHÃ;15662543;1;8;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;3º ANO;1;2;ENSINO FUNDAMENTAL;3º ANO;A;MANHÃ;16727703;1;9;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;3º ANO;1;2;ENSINO FUNDAMENTAL;3º ANO;A;MANHÃ;16607546;2;8;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;3º ANO;1;2;ENSINO FUNDAMENTAL;3º ANO;A;MANHÃ;16007247;1;9;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;3º ANO;1;2;ENSINO FUNDAMENTAL;3º ANO;A;MANHÃ;12979627;1;10;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;3º ANO;1;2;ENSINO FUNDAMENTAL;3º ANO;A;MANHÃ;19004451;1;9;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;3º ANO;1;2;ENSINO FUNDAMENTAL;3º ANO;A;MANHÃ;15662233;1;8;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;3º ANO;1;2;ENSINO FUNDAMENTAL;3º ANO;B;TARDE;15663388;2;8;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;3º ANO;1;2;ENSINO FUNDAMENTAL;3º ANO;B;TARDE;17745390;2;10;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;3º ANO;1;2;ENSINO FUNDAMENTAL;3º ANO;B;TARDE;15662080;1;8;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;3º ANO;1;2;ENSINO FUNDAMENTAL;3º ANO;B;TARDE;16038967;1;9;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;3º ANO;1;2;ENSINO FUNDAMENTAL;3º ANO;B;TARDE;14029367;1;9;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;3º ANO;1;2;ENSINO FUNDAMENTAL;3º ANO;B;TARDE;15663329;1;9;AP;APROVADO
2019;146;ABILIO GOMES;BOA VIAGEM;BRUNO VELOZO;S/N;6;3º ANO;1;2;ENSINO FUNDAMENTAL;3º ANO;B;TARDE;15661989;2;9;AP;APROVADO
